territory_id;R;G;B;territory_type;x;y
ter-005687;105;227;66;land;4890.21;488.22
ter-005688;189;144;152;land;5049.51;198.44
ter-005689;2;110;235;land;3183.52;512.28
ter-005690;65;32;100;land;4449.36;382.32
ter-005691;244;96;225;land;2793.15;342.37
ter-005692;10;53;131;land;5053.96;501.79
ter-005693;46;117;160;land;5.12;322.82
ter-005694;209;161;113;land;1857.48;920.34
ter-005695;209;5;211;land;1739.96;1740.08
ter-005696;218;186;127;land;4383.99;451.95
ter-005697;157;183;175;land;1584.85;108.95
ter-005698;207;17;211;land;1309.7;294.19
ter-005699;12;66;192;land;1197.55;245.11
ter-005700;240;18;33;land;4631.33;578.36
ter-005701;118;165;248;land;1731.41;344.49
ter-005702;171;189;70;land;4441.11;902.04
ter-005703;232;71;141;land;4920.3;352.32
ter-005704;250;6;191;land;1750.08;340.06
ter-005705;236;19;77;land;1250.04;167.07
ter-005706;95;206;67;land;4451.21;938.88
ter-005707;0;189;0;land;4494.6;736.23
ter-005708;13;147;114;land;2621.88;821.39
ter-005709;216;86;66;land;923.39;215.13
ter-005710;104;153;102;land;4288.79;910.26
ter-005711;171;19;220;land;5016.5;776.0
ter-005712;14;152;81;land;4789.16;599.15
ter-005713;54;85;128;land;4937.21;155.32
ter-005714;223;173;139;land;5357.7;91.55
ter-005715;42;221;159;land;4291.67;898.1
ter-005716;79;13;174;land;1203.94;402.06
ter-005717;159;136;122;land;5112.02;1294.05
ter-005718;108;196;152;land;1876.77;1725.41
ter-005719;160;148;20;land;1928.01;1304.66
ter-005720;173;83;189;land;5282.0;1482.0
ter-005721;50;145;187;land;4990.09;157.7
ter-005722;69;27;218;land;4123.89;651.17
ter-005723;85;178;204;land;669.68;124.23
ter-005724;20;113;21;land;3423.95;471.26
ter-005725;217;196;67;land;1393.11;550.37
ter-005726;134;190;225;land;2838.21;787.95
ter-005727;227;81;10;land;3287.02;228.02
ter-005728;56;217;114;land;5032.51;1637.49
ter-005729;237;43;25;land;1773.26;292.29
ter-005730;190;65;32;land;4687.42;604.47
ter-005731;180;216;36;land;4490.02;219.45
ter-005732;155;88;45;land;3676.75;795.74
ter-005733;210;104;83;land;2352.46;79.21
ter-005734;206;171;96;land;2120.04;222.28
ter-005735;95;142;42;land;4752.5;960.0
ter-005736;43;2;25;land;4638.16;744.92
ter-005737;183;71;17;land;3299.37;690.31
ter-005738;152;102;218;land;5197.63;1638.81
ter-005739;207;45;221;land;2571.68;804.23
ter-005740;224;50;83;land;4715.78;889.47
ter-005741;57;99;208;land;2076.31;1238.13
ter-005742;28;254;165;land;3065.38;218.65
ter-005743;191;63;46;land;1583.52;35.31
ter-005744;121;176;188;land;1746.44;194.52
ter-005745;192;246;224;land;1619.79;262.56
ter-005746;172;89;99;land;4135.11;400.58
ter-005747;252;255;153;land;4396.44;298.33
ter-005748;222;16;231;land;1681.2;320.42
ter-005749;185;74;82;land;1898.77;1759.56
ter-005750;157;80;175;land;5078.5;951.5
ter-005751;198;222;178;land;5040.49;160.02
ter-005752;236;154;166;land;3713.76;764.9
ter-005753;176;44;220;land;970.82;317.44
ter-005754;132;222;65;land;2097.2;1339.28
ter-005755;135;172;70;land;2793.24;369.97
ter-005756;119;57;254;land;1849.54;1174.33
ter-005757;139;65;192;land;2857.0;466.29
ter-005758;237;76;248;land;3100.73;753.33
ter-005759;40;32;145;land;1696.81;64.92
ter-005760;241;168;241;land;3155.03;521.57
ter-005761;187;233;16;land;1799.3;1240.7
ter-005762;17;96;248;land;4908.06;1270.62
ter-005763;192;88;20;land;624.87;151.2
ter-005764;154;37;251;land;2190.88;1237.81
ter-005765;52;225;31;land;3678.14;17.96
ter-005766;252;87;54;land;1711.53;873.34
ter-005767;64;135;244;land;4158.96;480.75
ter-005768;122;124;32;land;4409.98;310.84
ter-005769;208;234;170;land;4402.14;37.62
ter-005770;150;138;233;land;1926.45;1741.81
ter-005771;71;2;207;land;1536.11;735.15
ter-005772;166;48;204;land;1829.11;1549.95
ter-005773;226;175;82;land;4552.83;1207.11
ter-005774;202;3;20;land;1431.21;98.71
ter-005775;206;85;204;land;2137.87;1430.83
ter-005776;215;86;5;land;1949.42;16.91
ter-005777;91;173;61;land;4860.38;1508.3
ter-005778;175;101;42;land;1418.5;822.42
ter-005779;6;139;95;land;1996.42;1684.7
ter-005780;116;255;129;land;946.64;149.51
ter-005781;51;124;133;land;972.88;719.12
ter-005782;90;202;39;land;1999.17;1540.91
ter-005783;247;7;5;land;4068.17;1024.17
ter-005784;149;90;20;land;1687.8;1947.07
ter-005785;225;127;183;land;4797.8;1507.36
ter-005786;105;130;135;land;3403.25;407.55
ter-005787;152;99;117;land;4800.29;1290.14
ter-005788;225;66;204;land;2266.12;138.55
ter-005789;200;18;225;land;4084.77;92.85
ter-005790;50;77;40;land;4346.44;968.67
ter-005791;46;6;183;land;3806.21;233.18
ter-005792;180;234;235;land;3613.0;1329.0
ter-005793;89;25;115;land;3196.73;91.98
ter-005794;236;214;104;land;1839.36;1466.32
ter-005795;114;24;46;land;3049.34;856.72
ter-005796;90;73;86;land;4206.66;407.7
ter-005797;72;126;224;land;1585.93;638.04
ter-005798;61;145;49;land;3356.08;1308.87
ter-005799;134;223;21;land;4774.15;248.7
ter-005800;54;45;27;land;5434.94;1408.88
ter-005801;116;238;196;land;3022.42;584.33
ter-005802;56;249;226;land;5166.69;81.69
ter-005803;160;22;34;land;1787.55;1367.33
ter-005804;81;56;166;land;4796.3;43.77
ter-005805;143;28;144;land;7.35;733.68
ter-005806;233;184;32;land;4679.13;636.81
ter-005807;34;205;129;land;3020.67;1453.32
ter-005808;151;134;68;land;3696.48;839.39
ter-005809;108;152;156;land;5551.74;1783.58
ter-005810;49;9;17;land;5625.89;205.57
ter-005811;71;64;238;land;4609.78;1630.56
ter-005812;2;252;66;land;2836.98;892.34
ter-005813;85;31;162;land;2080.77;204.66
ter-005814;82;201;238;land;2120.77;58.33
ter-005815;7;137;11;land;1790.23;1146.02
ter-005816;6;36;143;land;3518.55;1371.95
ter-005817;181;231;172;land;5.87;1015.55
ter-005818;106;106;96;land;5624.86;1858.9
ter-005819;147;11;131;land;1263.7;246.11
ter-005820;129;187;6;land;3359.95;1439.59
ter-005821;190;189;115;land;1107.07;808.68
ter-005822;65;247;98;land;3176.1;1284.66
ter-005823;250;241;165;land;3930.99;246.03
ter-005824;12;157;73;land;4441.55;1242.79
ter-005825;128;142;184;land;1360.66;67.47
ter-005826;10;154;175;land;3816.24;212.13
ter-005827;134;68;222;land;4579.46;430.59
ter-005828;234;244;173;land;1946.48;1712.73
ter-005829;71;156;28;land;1979.71;85.92
ter-005830;252;27;179;land;3409.37;209.26
ter-005831;56;214;80;land;4693.45;663.44
ter-005832;146;30;45;land;5626.22;702.32
ter-005833;212;128;50;land;3129.61;865.77
ter-005834;137;158;46;land;4774.74;378.53
ter-005835;11;204;186;land;4711.44;709.55
ter-005836;242;172;158;land;3950.33;711.11
ter-005837;24;245;253;land;3757.51;343.32
ter-005838;165;106;240;land;4144.92;345.16
ter-005839;107;130;17;land;5105.01;130.01
ter-005840;13;11;240;land;1386.16;564.79
ter-005841;82;121;164;land;5073.41;186.44
ter-005842;228;230;223;land;1369.3;201.25
ter-005843;170;233;27;land;3550.46;724.49
ter-005844;83;6;91;land;2225.78;2013.72
ter-005845;248;123;181;land;3127.31;557.85
ter-005846;50;137;4;land;3414.39;437.17
ter-005847;177;79;86;land;3408.19;1246.62
ter-005848;46;130;147;land;5115.24;99.75
ter-005849;31;118;223;land;4941.94;1419.29
ter-005850;143;83;31;land;5290.92;2022.92
ter-005851;141;80;225;land;3515.21;1453.96
ter-005852;37;238;166;land;125.86;231.57
ter-005853;128;45;21;land;1481.82;976.12
ter-005854;139;235;109;land;4973.67;143.64
ter-005855;248;61;38;land;4363.08;967.18
ter-005856;215;196;244;land;3541.54;541.39
ter-005857;167;147;141;land;510.87;140.66
ter-005858;217;203;242;land;732.75;141.68
ter-005859;184;92;18;land;3111.53;186.55
ter-005860;60;121;90;land;598.49;125.93
ter-005861;183;43;17;land;3897.8;313.07
ter-005862;11;91;67;land;3314.42;567.63
ter-005863;225;78;106;land;4706.38;372.39
ter-005864;221;121;40;land;4625.34;1652.78
ter-005865;18;136;217;land;3954.51;551.29
ter-005866;0;60;106;land;3135.23;1089.5
ter-005867;228;127;207;land;3762.9;400.48
ter-005868;175;68;139;land;3189.36;623.08
ter-005869;5;108;224;land;2924.16;870.05
ter-005870;171;75;143;land;3786.68;359.64
ter-005871;55;238;142;land;3460.41;1152.95
ter-005872;182;42;240;land;3380.13;321.35
ter-005873;225;2;10;land;3320.01;204.0
ter-005874;164;32;233;land;3288.18;870.03
ter-005875;223;211;230;land;4763.75;517.37
ter-005876;97;111;55;land;2409.61;73.65
ter-005877;172;196;233;land;3111.23;959.16
ter-005878;39;16;57;land;1631.81;120.87
ter-005879;146;69;207;land;3019.63;786.44
ter-005880;251;142;182;land;5300.23;82.81
ter-005881;226;251;115;land;4824.09;739.36
ter-005882;238;61;99;land;1673.66;383.43
ter-005883;21;80;135;land;4309.97;12.82
ter-005884;95;171;89;land;3755.23;460.09
ter-005885;168;200;202;land;1626.08;1223.97
ter-005886;17;160;109;land;5025.16;1615.63
ter-005887;109;250;91;land;4772.5;1299.0
ter-005888;249;115;66;land;4997.0;682.0
ter-005889;109;50;11;land;2057.7;1608.12
ter-005890;20;21;217;land;1359.11;359.65
ter-005891;31;72;169;land;5102.09;1497.42
ter-005892;225;36;12;land;4480.89;281.36
ter-005893;97;37;250;land;3501.82;908.99
ter-005894;108;31;110;land;821.59;311.03
ter-005895;153;154;218;land;3010.76;1189.55
ter-005896;241;37;181;land;1136.33;729.18
ter-005897;176;21;116;land;1563.47;243.13
ter-005898;41;29;137;land;3559.61;568.69
ter-005899;96;190;28;land;1714.35;1447.16
ter-005900;255;225;233;land;3785.44;552.9
ter-005901;67;98;181;land;1128.75;221.97
ter-005902;67;8;38;land;4190.6;708.78
ter-005903;183;234;122;land;1227.12;102.12
ter-005904;253;218;75;land;4773.65;503.31
ter-005905;166;64;165;land;1634.5;242.18
ter-005906;88;175;53;land;4586.47;403.23
ter-005907;191;96;169;land;1207.36;448.39
ter-005908;200;166;188;land;1852.04;1342.12
ter-005909;73;108;85;land;4819.84;536.46
ter-005910;81;250;242;land;1353.03;509.57
ter-005911;54;23;104;land;1135.73;34.51
ter-005912;124;95;25;land;1205.57;667.33
ter-005913;104;6;171;land;3430.08;950.83
ter-005914;81;148;193;land;4377.65;411.59
ter-005915;103;179;138;land;306.0;1329.0
ter-005916;87;92;8;land;1165.46;569.97
ter-005917;242;131;85;land;2873.74;885.41
ter-005918;154;66;252;land;4462.56;992.53
ter-005919;28;180;191;land;3255.89;1331.73
ter-005920;48;103;139;land;3930.07;235.13
ter-005921;131;60;126;land;3024.99;182.97
ter-005922;127;74;242;land;5089.06;1820.85
ter-005923;74;92;159;land;3144.63;784.35
ter-005924;146;33;58;land;4290.02;741.36
ter-005925;117;102;169;land;3357.99;1543.25
ter-005926;75;0;60;land;3268.0;1031.18
ter-005927;173;73;80;land;2727.25;859.84
ter-005928;98;215;50;land;4921.73;1429.41
ter-005929;124;59;233;land;4770.04;1540.44
ter-005930;183;18;207;land;1414.32;683.23
ter-005931;169;231;195;land;3389.15;1413.13
ter-005932;103;156;209;land;3965.26;592.18
ter-005933;3;116;69;land;3918.4;154.46
ter-005934;6;9;79;land;4536.28;867.2
ter-005935;16;7;111;land;1836.9;1407.26
ter-005936;47;102;239;land;1332.86;717.87
ter-005937;33;109;166;land;4676.34;1594.16
ter-005938;66;73;108;land;3986.65;252.08
ter-005939;135;109;183;land;988.15;263.7
ter-005940;79;219;61;land;5622.42;2086.25
ter-005941;61;112;37;land;1351.26;405.67
ter-005942;27;144;216;land;4051.87;292.79
ter-005943;66;154;10;land;5245.04;90.75
ter-005944;71;141;119;land;4959.11;194.34
ter-005945;0;4;212;land;2702.91;731.84
ter-005946;220;91;177;land;3593.21;688.46
ter-005947;155;97;28;land;4005.23;72.85
ter-005948;2;238;110;land;4778.04;337.3
ter-005949;19;23;134;land;4782.67;617.67
ter-005950;45;33;132;land;4674.22;1695.56
ter-005951;34;54;33;land;567.55;227.99
ter-005952;234;184;8;land;3722.03;436.99
ter-005953;89;10;226;land;1085.31;477.59
ter-005954;153;218;35;land;2027.52;1530.67
ter-005955;254;108;3;land;504.37;206.8
ter-005956;236;172;171;land;2596.26;731.74
ter-005957;146;85;254;land;4412.79;788.54
ter-005958;64;154;133;land;1756.69;78.51
ter-005959;99;179;29;land;958.0;306.66
ter-005960;43;212;63;land;1314.18;556.04
ter-005961;201;76;30;land;2128.33;1327.05
ter-005962;202;75;76;land;1820.59;1529.1
ter-005963;242;41;243;land;430.81;175.74
ter-005964;60;59;160;land;5066.72;1482.13
ter-005965;64;106;88;land;5128.0;1447.0
ter-005966;203;128;124;land;4470.66;651.54
ter-005967;183;226;25;land;3029.52;1322.84
ter-005968;185;7;17;land;3213.05;834.85
ter-005969;224;118;176;land;4440.6;986.36
ter-005970;18;20;26;land;4100.64;746.39
ter-005971;242;250;75;land;3946.48;148.27
ter-005972;30;79;198;land;1482.16;627.41
ter-005973;236;252;181;land;4885.29;1593.87
ter-005974;208;36;47;land;3030.51;298.15
ter-005975;182;23;153;land;1778.52;1307.52
ter-005976;158;135;93;land;4105.94;370.47
ter-005977;207;144;154;land;1559.11;655.05
ter-005978;104;159;141;land;2806.43;633.91
ter-005979;106;185;229;land;4797.24;89.39
ter-005980;38;149;129;land;1800.67;1050.51
ter-005981;110;81;199;land;3871.63;576.8
ter-005982;197;158;13;land;3704.27;714.53
ter-005983;67;92;206;land;4841.63;1639.01
ter-005984;35;237;182;land;3825.56;674.26
ter-005985;119;77;19;land;5260.64;316.0
ter-005986;101;56;68;land;3871.67;253.39
ter-005987;234;120;176;land;1568.95;240.21
ter-005988;61;11;251;land;1699.67;833.25
ter-005989;4;52;42;land;1342.31;904.15
ter-005990;78;186;241;land;960.56;395.63
ter-005991;224;215;95;land;2983.45;316.95
ter-005992;160;74;133;land;1924.46;387.0
ter-005993;235;176;133;land;1937.38;358.41
ter-005994;208;128;70;land;3354.81;1352.07
ter-005995;229;204;96;land;2750.45;643.69
ter-005996;1;183;37;land;1914.8;1680.6
ter-005997;117;120;100;land;917.42;234.32
ter-005998;60;22;34;land;1176.47;361.01
ter-005999;223;72;140;land;4.69;1576.84
ter-006000;197;158;34;land;5061.41;1753.47
ter-006001;254;213;91;land;1569.81;1253.0
ter-006002;152;167;36;land;5559.18;91.22
ter-006003;86;50;56;land;3197.07;1150.34
ter-006004;235;52;243;land;1391.48;1174.62
ter-006005;50;174;154;land;1544.29;704.06
ter-006006;249;180;50;land;4864.67;1277.89
ter-006007;65;227;9;land;2801.16;832.6
ter-006008;53;129;177;land;4118.97;694.95
ter-006009;78;66;69;land;5230.47;1264.09
ter-006010;231;126;38;land;2897.8;218.4
ter-006011;130;219;166;land;2110.88;175.37
ter-006012;130;185;240;land;322.03;312.81
ter-006013;129;126;61;land;3223.61;368.05
ter-006014;159;254;117;land;3051.14;1519.34
ter-006015;10;228;210;land;3063.73;1505.1
ter-006016;145;105;144;land;4044.67;306.44
ter-006017;50;226;46;land;5397.5;1334.5
ter-006018;153;111;141;land;3318.1;1410.21
ter-006019;193;58;188;land;3875.39;634.89
ter-006020;176;111;106;land;2058.17;1522.2
ter-006021;68;47;174;land;52.5;733.0
ter-006022;236;198;64;land;1418.52;665.19
ter-006023;44;113;179;land;4451.71;570.39
ter-006024;45;61;213;land;5001.0;697.5
ter-006025;73;66;140;land;1829.85;475.74
ter-006026;71;54;10;land;1713.5;1118.08
ter-006027;132;185;60;land;1120.23;651.95
ter-006028;123;134;105;land;1025.21;151.52
ter-006029;27;176;84;land;3410.1;1420.45
ter-006030;36;117;216;land;3165.56;1446.73
ter-006031;42;196;243;land;5410.33;1377.83
ter-006032;48;189;81;land;5089.44;1480.36
ter-006033;26;246;222;land;4166.17;846.51
ter-006034;189;108;140;land;4345.36;654.73
ter-006035;99;92;173;land;3537.33;1318.75
ter-006036;254;32;247;land;1345.85;296.49
ter-006037;1;91;246;land;2029.36;75.01
ter-006038;120;138;64;land;1717.75;1225.72
ter-006039;80;45;121;land;4378.15;495.52
ter-006040;38;63;150;land;433.98;161.12
ter-006041;50;154;228;land;4735.91;330.55
ter-006042;16;43;107;land;4070.39;634.49
ter-006043;145;106;158;land;3935.42;680.68
ter-006044;102;198;99;land;4926.94;1712.76
ter-006045;90;243;10;land;3073.87;539.22
ter-006046;227;248;183;land;1072.21;298.05
ter-006047;210;136;62;land;1822.7;1810.22
ter-006048;141;60;228;land;3293.48;1359.85
ter-006049;110;16;75;land;1988.91;1312.65
ter-006050;44;115;79;land;987.44;327.87
ter-006051;238;94;162;land;5093.97;481.6
ter-006052;100;238;51;land;4316.42;78.38
ter-006053;78;226;92;land;2009.09;160.07
ter-006054;156;57;36;land;1765.1;2041.72
ter-006055;200;127;168;land;4356.71;84.58
ter-006056;133;229;172;land;5078.0;953.0
ter-006057;1;28;4;land;2680.28;567.36
ter-006058;22;253;133;land;5625.38;868.19
ter-006059;173;207;42;land;4999.94;1535.07
ter-006060;188;167;105;land;1702.04;1817.18
ter-006061;223;22;64;land;1513.77;698.52
ter-006062;183;164;98;land;4580.57;312.5
ter-006063;157;233;58;land;1166.75;724.25
ter-006064;48;250;234;land;3391.22;653.48
ter-006065;242;35;191;land;3577.07;230.4
ter-006066;19;51;160;land;4624.15;739.74
ter-006067;27;99;147;land;1091.08;696.35
ter-006068;234;181;140;land;317.0;1099.0
ter-006069;40;178;208;land;1955.25;1688.4
ter-006070;75;42;96;land;1425.85;580.7
ter-006071;37;232;133;land;5119.81;1260.5
ter-006072;194;38;42;land;4645.18;1659.05
ter-006073;40;250;237;land;3190.63;1520.44
ter-006074;191;105;129;land;3472.75;583.89
ter-006075;169;53;135;land;2167.69;1317.21
ter-006076;195;14;122;land;4515.5;844.5
ter-006077;90;137;22;land;3131.87;457.6
ter-006078;78;68;156;land;4007.53;811.38
ter-006079;193;111;164;land;896.78;313.1
ter-006080;129;166;119;land;1609.48;422.77
ter-006081;144;128;78;land;4506.42;402.29
ter-006082;201;109;203;land;138.95;151.13
ter-006083;218;11;103;land;1844.57;1584.18
ter-006084;86;203;139;land;826.3;78.96
ter-006085;222;244;220;land;1847.43;1094.55
ter-006086;85;14;219;land;4065.35;160.95
ter-006087;250;201;218;land;3917.7;419.22
ter-006088;67;92;73;land;1963.17;1644.7
ter-006089;164;89;58;land;1670.42;1329.64
ter-006090;178;161;223;land;5059.83;1770.66
ter-006091;76;177;152;land;1489.2;185.77
ter-006092;206;225;168;land;4679.97;1189.84
ter-006093;52;229;185;land;1070.03;752.87
ter-006094;81;16;183;land;1982.82;1695.38
ter-006095;57;142;68;land;2.14;147.45
ter-006096;130;31;194;land;3960.38;482.74
ter-006097;174;102;248;land;4589.1;118.65
ter-006098;83;117;145;land;1396.89;947.82
ter-006099;161;175;141;land;4891.87;146.86
ter-006100;69;24;212;land;3091.74;1074.64
ter-006101;121;214;237;land;4579.27;618.29
ter-006102;72;163;254;land;4062.56;619.59
ter-006103;163;141;234;land;1361.99;447.41
ter-006104;227;198;197;land;3135.36;560.71
ter-006105;245;10;34;land;3696.23;406.61
ter-006106;61;248;87;land;4647.86;659.89
ter-006107;67;16;198;land;1674.68;273.18
ter-006108;86;85;98;land;5033.36;425.62
ter-006109;111;178;196;land;1622.16;34.26
ter-006110;234;155;60;land;2062.38;1437.56
ter-006111;96;148;153;land;4354.35;580.71
ter-006112;151;86;126;land;1110.0;212.78
ter-006113;141;85;124;land;5624.91;1984.25
ter-006114;102;95;18;land;4566.96;121.53
ter-006115;165;220;220;land;1704.35;892.37
ter-006116;138;220;233;land;4025.81;45.67
ter-006117;113;60;57;land;2078.79;1311.31
ter-006118;17;65;160;land;4347.76;618.19
ter-006119;212;148;75;land;4668.95;774.41
ter-006120;173;78;141;land;2585.74;961.33
ter-006121;176;160;55;land;3641.39;607.48
ter-006122;29;18;50;land;1656.95;1411.81
ter-006123;188;240;105;land;4491.97;328.1
ter-006124;35;28;11;land;4053.53;932.62
ter-006125;115;193;135;land;4285.62;808.91
ter-006126;111;88;201;land;1983.55;1123.92
ter-006127;29;102;224;land;5042.06;1298.37
ter-006128;37;171;196;land;1249.01;302.49
ter-006129;81;223;127;land;3245.77;919.21
ter-006130;127;120;130;land;3139.1;1669.37
ter-006131;223;161;53;land;2883.41;606.16
ter-006132;10;40;99;land;3667.52;115.4
ter-006133;252;85;197;land;3294.75;1029.68
ter-006134;87;78;26;land;457.95;138.88
ter-006135;115;236;213;land;1670.41;1932.94
ter-006136;78;45;203;land;3502.88;1131.29
ter-006137;141;157;115;land;1722.89;1674.8
ter-006138;100;24;196;land;4937.32;1692.84
ter-006139;252;109;40;land;4080.08;655.01
ter-006140;76;246;246;land;790.12;296.22
ter-006141;157;164;223;land;356.82;837.86
ter-006142;113;149;252;land;3369.14;408.0
ter-006143;168;84;41;land;4837.34;391.92
ter-006144;70;95;70;land;3506.47;518.89
ter-006145;185;109;36;land;5582.79;91.96
ter-006146;23;142;201;land;5471.47;85.92
ter-006147;66;216;169;land;3250.1;492.28
ter-006148;134;254;95;land;2169.79;187.46
ter-006149;97;242;137;land;1863.14;1531.57
ter-006150;225;129;139;land;3787.93;186.71
ter-006151;240;159;16;land;3962.12;138.65
ter-006152;62;42;79;land;3684.26;314.52
ter-006153;13;83;183;land;4453.36;871.2
ter-006154;54;236;215;land;5144.7;1736.47
ter-006155;46;27;73;land;4109.38;338.78
ter-006156;81;252;87;land;3083.12;944.29
ter-006157;22;124;152;land;2124.71;96.96
ter-006158;134;139;238;land;3960.88;916.47
ter-006159;75;117;2;land;1154.65;614.04
ter-006160;207;180;48;land;3619.07;687.81
ter-006161;118;145;78;land;1785.25;987.75
ter-006162;111;87;240;land;2075.34;144.13
ter-006163;7;115;244;land;4683.61;1175.45
ter-006164;91;207;52;land;4250.0;288.1
ter-006165;250;45;81;land;4838.44;1190.67
ter-006166;235;130;217;land;2670.58;689.19
ter-006167;191;148;150;land;2808.56;566.4
ter-006168;67;182;227;land;3690.27;660.17
ter-006169;76;67;119;land;2622.72;931.37
ter-006170;157;46;190;land;4315.6;759.56
ter-006171;44;40;3;land;4648.25;462.61
ter-006172;110;41;61;land;1729.65;289.84
ter-006173;36;218;248;land;3882.97;788.04
ter-006174;240;173;39;land;2559.62;731.97
ter-006175;108;136;46;land;1091.54;540.74
ter-006176;251;127;25;land;2153.87;1319.83
ter-006177;89;171;57;land;3563.51;1420.38
ter-006178;118;26;90;land;1615.31;1105.08
ter-006179;194;241;210;land;4477.57;134.11
ter-006180;54;241;146;land;1681.85;1401.61
ter-006181;81;79;222;land;5060.78;1544.74
ter-006182;117;77;207;land;565.33;85.8
ter-006183;216;28;122;land;865.01;319.61
ter-006184;105;176;192;land;4997.44;1650.55
ter-006185;159;105;101;land;4433.97;740.09
ter-006186;53;220;40;land;4565.22;1288.62
ter-006187;21;218;182;land;5445.34;158.62
ter-006188;179;162;59;land;4661.61;180.57
ter-006189;151;145;231;land;1764.19;1825.19
ter-006190;60;91;255;land;3260.32;1082.67
ter-006191;249;87;26;land;2907.9;499.36
ter-006192;185;243;26;land;3152.43;1629.09
ter-006193;1;60;152;land;3285.2;1179.84
ter-006194;151;99;148;land;1814.1;134.66
ter-006195;87;241;248;land;3141.92;87.88
ter-006196;192;45;6;land;3195.51;1698.6
ter-006197;230;141;234;land;3960.31;1142.31
ter-006198;255;180;59;land;1745.9;1149.73
ter-006199;170;249;58;land;3211.28;1513.38
ter-006200;236;128;128;land;1754.78;229.89
ter-006201;187;92;133;land;4939.1;453.9
ter-006202;208;241;47;land;3859.63;568.4
ter-006203;182;83;54;land;3275.48;1661.17
ter-006204;71;182;159;land;2800.96;621.22
ter-006205;212;234;165;land;3309.27;1126.01
ter-006206;160;226;251;land;3314.88;704.09
ter-006207;243;10;199;land;532.87;159.77
ter-006208;144;165;20;land;950.66;623.97
ter-006209;248;196;78;land;1762.2;400.19
ter-006210;42;219;81;land;4825.74;349.09
ter-006211;0;188;13;land;2700.78;653.76
ter-006212;202;217;108;land;1221.74;656.91
ter-006213;121;13;152;land;2817.95;1072.1
ter-006214;41;170;67;land;4703.06;681.43
ter-006215;93;131;16;land;3327.37;1204.8
ter-006216;223;40;167;land;4219.67;380.36
ter-006217;55;95;138;land;5177.83;1684.02
ter-006218;90;92;108;land;3361.4;1109.31
ter-006219;9;155;25;land;428.28;218.79
ter-006220;111;15;86;land;3327.4;1043.0
ter-006221;234;192;78;land;3069.73;375.1
ter-006222;205;107;213;land;1295.79;432.89
ter-006223;77;105;39;land;5095.92;1265.46
ter-006224;242;31;173;land;4494.13;613.98
ter-006225;42;217;108;land;1243.71;754.57
ter-006226;211;3;16;land;1966.85;1170.81
ter-006227;19;66;6;land;719.1;130.24
ter-006228;197;5;54;land;5006.66;1608.39
ter-006229;250;124;56;land;888.11;479.34
ter-006230;212;170;86;land;1351.61;163.27
ter-006231;34;167;133;land;3095.86;136.22
ter-006232;110;250;173;land;4811.86;1602.39
ter-006233;33;215;16;land;2059.56;104.12
ter-006234;210;193;98;land;1070.64;460.82
ter-006235;9;141;150;land;5625.51;2023.13
ter-006236;131;202;169;land;4146.92;541.78
ter-006237;161;212;111;land;2795.29;238.07
ter-006238;7;178;241;land;5524.81;151.82
ter-006239;246;54;231;land;3782.71;639.85
ter-006240;11;221;213;land;3070.96;1400.71
ter-006241;73;50;155;land;5078.33;860.33
ter-006242;154;193;155;land;256.42;145.04
ter-006243;202;250;172;land;4.09;1898.9
ter-006244;72;176;138;land;3129.8;1057.45
ter-006245;63;24;251;land;3472.33;190.91
ter-006246;124;88;175;land;5258.61;81.48
ter-006247;61;188;71;land;1184.62;810.61
ter-006248;114;147;125;land;1079.17;659.88
ter-006249;113;180;31;land;2229.15;99.94
ter-006250;97;132;150;land;3742.5;1434.0
ter-006251;250;176;5;land;4339.31;589.18
ter-006252;26;86;99;land;128.0;1305.5
ter-006253;18;195;108;land;3072.96;556.74
ter-006254;163;250;97;land;2833.29;613.11
ter-006255;97;40;132;land;1697.61;1422.22
ter-006256;28;194;139;land;5372.94;163.46
ter-006257;126;233;40;land;1711.46;1319.65
ter-006258;36;60;190;land;4263.73;613.39
ter-006259;40;230;99;land;1321.72;231.96
ter-006260;87;250;19;land;2695.18;997.51
ter-006261;58;6;99;land;4360.82;938.85
ter-006262;202;65;163;land;1563.74;1238.94
ter-006263;20;56;21;land;643.23;160.56
ter-006264;126;15;243;land;4116.09;285.22
ter-006265;192;207;27;land;3354.81;1093.1
ter-006266;90;229;174;land;1815.89;1421.62
ter-006267;59;63;196;land;1572.3;64.99
ter-006268;233;21;1;land;4217.97;812.11
ter-006269;172;105;82;land;2978.19;222.47
ter-006270;193;175;85;land;4667.0;1489.01
ter-006271;82;235;248;land;3208.37;1253.9
ter-006272;179;26;79;land;357.4;194.75
ter-006273;194;164;241;land;3313.38;1063.16
ter-006274;242;146;137;land;4971.36;1508.41
ter-006275;201;4;133;land;1677.81;1298.38
ter-006276;116;8;130;land;4623.33;512.22
ter-006277;101;207;109;land;3300.56;1213.03
ter-006278;76;53;45;land;3302.53;1498.19
ter-006279;12;152;254;land;4678.34;42.73
ter-006280;222;212;188;land;5625.55;1192.85
ter-006281;3;139;177;land;1638.57;223.7
ter-006282;166;136;184;land;2783.76;726.72
ter-006283;75;171;20;land;3435.19;1141.83
ter-006284;232;242;94;land;5051.53;1231.03
ter-006285;12;215;223;land;2786.56;1007.61
ter-006286;169;102;114;land;3486.66;841.44
ter-006287;93;206;113;land;3248.18;286.02
