province_id;R;G;B;province_type;x;y
prv-009881;138;95;236;land;3114.3;1333.7
prv-009882;203;34;92;land;3150.85;1336.69
prv-009883;130;115;233;land;3175.68;1334.92
prv-009884;102;150;60;land;3203.16;1339.38
prv-009885;78;106;162;land;3230.61;1341.14
prv-009886;231;86;165;land;3255.89;1331.73
prv-009887;227;49;243;land;3294.05;1338.77
prv-009888;144;167;17;land;3326.43;1336.6
prv-009889;107;193;56;land;3364.82;1328.99
prv-009890;225;103;224;land;3388.34;1342.67
prv-009891;120;73;149;land;3431.14;1338.05
prv-009892;110;54;190;land;3613.0;1330.0
prv-009893;30;148;170;land;3696.33;1333.67
prv-009894;18;138;242;land;4461.14;1335.71
prv-009895;163;147;195;land;4689.5;1330.75
prv-009896;54;111;125;land;4713.05;1336.5
prv-009897;48;96;78;land;4742.22;1330.76
prv-009898;40;102;199;land;4756.66;1325.31
prv-009899;101;61;113;land;5034.44;1340.88
prv-009900;165;120;24;land;5146.25;1326.3
prv-009901;220;3;199;land;5169.43;1330.29
prv-009902;149;160;36;land;5189.4;1339.2
prv-009903;207;132;66;land;5333.49;1334.8
prv-009904;192;207;5;land;5340.43;1338.54
prv-009905;40;141;188;land;5397.5;1334.5
prv-009906;147;66;227;land;5401.83;1338.92
prv-009907;238;101;244;land;5625.41;1329.29
prv-009908;99;152;224;land;6.05;1350.24
prv-009909;57;27;250;land;150.5;1344.5
prv-009910;246;73;51;land;232.5;1342.5
prv-009911;173;229;179;land;450.67;1350.33
prv-009912;151;95;222;land;1624.01;1347.86
prv-009913;94;141;223;land;1647.77;1350.51
prv-009914;231;3;178;land;1667.16;1344.96
prv-009915;192;46;53;land;1692.78;1346.7
prv-009916;201;93;101;land;1722.36;1351.16
prv-009917;147;168;109;land;1782.67;1346.55
prv-009918;32;185;96;land;1815.67;1341.91
prv-009919;36;182;128;land;1836.3;1342.54
prv-009920;89;187;76;land;1869.03;1354.34
prv-009921;7;106;145;land;1892.56;1350.9
prv-009922;157;191;142;land;1934.16;1352.06
prv-009923;104;225;73;land;1964.02;1344.74
prv-009924;68;68;112;land;1992.42;1345.86
prv-009925;104;43;253;land;2027.86;1348.86
prv-009926;147;158;152;land;2072.32;1347.22
prv-009927;126;98;2;land;2110.39;1347.98
prv-009928;237;152;63;land;2124.07;1347.85
prv-009929;0;252;9;land;2168.69;1346.05
prv-009930;25;103;27;land;2201.63;1349.35
prv-009931;150;170;99;land;2218.78;1346.67
prv-009932;183;182;248;land;3047.32;1345.21
prv-009933;229;213;145;land;3082.74;1343.26
prv-009934;122;251;230;land;3103.61;1350.46
prv-009935;87;99;239;land;3141.68;1350.76
prv-009936;192;138;118;land;3160.17;1348.94
prv-009937;165;38;248;land;3200.99;1353.52
prv-009938;80;244;133;land;3251.09;1350.28
prv-009939;150;96;21;land;3272.97;1348.49
prv-009940;180;15;187;land;3312.29;1347.95
prv-009941;50;160;135;land;3345.02;1339.12
prv-009942;41;60;145;land;3370.06;1345.43
prv-009943;38;121;107;land;3408.16;1343.32
prv-009944;93;42;152;land;3443.0;1347.03
prv-009945;135;112;135;land;3490.3;1353.07
prv-009946;130;210;141;land;3552.0;1352.5
prv-009947;56;18;13;land;4733.62;1339.33
prv-009948;235;229;13;land;4849.07;1351.36
prv-009949;16;217;20;land;4856.1;1354.6
prv-009950;2;52;67;land;4882.66;1352.98
prv-009951;190;199;150;land;4942.38;1349.23
prv-009952;25;81;42;land;5034.55;1346.88
prv-009953;182;49;226;land;5056.5;1353.0
prv-009954;240;48;98;land;5185.0;1348.0
prv-009955;0;160;153;land;5217.71;1349.43
prv-009956;148;98;160;land;5305.2;1348.4
prv-009957;234;102;91;land;5310.25;1352.8
prv-009958;167;51;169;land;5345.6;1341.2
prv-009959;79;22;254;land;5398.82;1339.91
prv-009960;245;121;124;land;5409.5;1348.0
prv-009961;171;10;225;land;5626.06;1343.99
prv-009962;87;102;186;land;5.02;1362.3
prv-009963;241;205;204;land;1617.22;1356.58
prv-009964;152;192;15;land;1652.93;1364.65
prv-009965;84;237;144;land;1668.78;1356.8
prv-009966;230;168;84;land;1709.73;1358.56
prv-009967;177;233;7;land;1728.84;1362.34
prv-009968;172;58;35;land;1750.14;1354.22
prv-009969;176;14;140;land;1787.55;1367.33
prv-009970;172;180;151;land;1820.35;1359.03
prv-009971;5;155;190;land;1858.82;1365.87
prv-009972;163;72;73;land;1910.33;1358.54
prv-009973;203;174;85;land;1921.95;1357.62
prv-009974;217;85;198;land;1956.88;1361.86
prv-009975;226;7;52;land;1991.66;1359.73
prv-009976;249;100;169;land;2037.0;1361.49
prv-009977;3;189;208;land;2070.99;1361.92
prv-009978;84;243;190;land;2097.55;1362.6
prv-009979;7;88;137;land;2127.82;1359.61
prv-009980;9;10;108;land;2149.4;1356.84
prv-009981;61;206;57;land;2188.41;1357.15
prv-009982;112;118;135;land;2216.92;1358.11
prv-009983;95;96;88;land;3029.26;1356.48
prv-009984;122;15;151;land;3041.68;1358.71
prv-009985;199;157;169;land;3067.67;1361.34
prv-009986;60;240;25;land;3120.66;1363.37
prv-009987;233;180;119;land;3131.6;1369.32
prv-009988;53;123;104;land;3177.64;1357.52
prv-009989;100;252;253;land;3210.83;1364.68
prv-009990;212;49;139;land;3228.83;1353.42
prv-009991;85;59;68;land;3260.72;1365.01
prv-009992;157;85;105;land;3293.48;1359.85
prv-009993;89;99;25;land;3343.64;1362.57
prv-009994;32;36;19;land;3354.81;1352.07
prv-009995;89;77;44;land;3411.66;1361.14
prv-009996;181;48;133;land;3434.29;1358.83
prv-009997;186;248;72;land;3506.86;1362.0
prv-009998;231;160;147;land;3578.5;1366.2
prv-009999;22;214;48;land;3582.57;1361.1
prv-010000;42;132;102;land;4324.33;1361.67
prv-010001;115;182;16;land;4741.0;1366.0
prv-010002;237;162;7;land;4843.88;1354.92
prv-010003;81;176;107;land;4880.62;1361.75
prv-010004;102;214;52;land;4904.35;1365.02
prv-010005;85;54;111;land;4922.83;1369.61
prv-010006;92;35;207;land;4947.57;1364.86
prv-010007;38;210;158;land;5031.87;1357.87
prv-010008;116;147;38;land;5043.03;1363.37
prv-010009;203;133;88;land;5315.3;1355.7
prv-010010;164;32;42;land;5415.14;1353.93
prv-010011;187;127;153;land;5445.0;1363.5
prv-010012;135;23;77;land;5625.95;1358.84
prv-010013;120;113;146;land;4.54;1371.67
prv-010014;53;32;155;land;71.33;1378.33
prv-010015;222;123;244;land;1626.63;1364.82
prv-010016;179;28;6;land;1641.28;1375.33
prv-010017;241;153;234;land;1680.74;1366.06
prv-010018;174;112;249;land;1694.86;1371.8
prv-010019;164;171;85;land;1726.23;1382.34
prv-010020;34;26;106;land;1766.6;1369.38
prv-010021;38;42;170;land;1797.94;1371.63
prv-010022;184;183;98;land;1844.75;1371.05
prv-010023;30;168;180;land;1883.07;1374.08
prv-010024;116;6;196;land;1906.8;1371.37
prv-010025;130;158;91;land;1943.1;1375.79
prv-010026;150;235;127;land;1978.33;1376.61
prv-010027;21;69;46;land;2002.67;1373.94
prv-010028;68;63;29;land;2026.48;1375.54
prv-010029;28;13;143;land;2069.18;1375.79
prv-010030;55;67;172;land;2103.99;1376.17
prv-010031;37;1;12;land;2135.49;1370.65
prv-010032;184;249;175;land;2169.06;1376.13
prv-010033;202;29;21;land;2186.27;1373.61
prv-010034;209;146;41;land;2212.77;1367.57
prv-010035;121;7;0;land;3021.55;1369.41
prv-010036;147;21;68;land;3038.38;1377.52
prv-010037;27;129;209;land;3084.89;1366.62
prv-010038;131;222;7;land;3101.35;1368.57
prv-010039;78;7;170;land;3141.7;1371.49
prv-010040;56;91;150;land;3167.43;1370.8
prv-010041;142;153;228;land;3201.39;1374.71
prv-010042;163;170;184;land;3245.2;1369.78
prv-010043;121;199;203;land;3274.8;1374.16
prv-010044;35;155;88;land;3310.73;1373.66
prv-010045;72;176;11;land;3327.42;1371.07
prv-010046;138;129;15;land;3370.7;1368.6
prv-010047;18;153;108;land;3391.73;1367.5
prv-010048;239;144;0;land;3427.76;1375.33
prv-010049;57;138;62;land;3518.55;1371.95
prv-010050;157;78;45;land;3578.49;1374.54
prv-010051;168;50;44;land;3588.07;1376.91
prv-010052;81;133;33;land;4851.96;1371.67
prv-010053;72;107;133;land;4871.97;1374.03
prv-010054;214;171;171;land;4890.18;1374.8
prv-010055;204;58;35;land;4933.9;1375.63
prv-010056;172;98;46;land;5039.75;1374.75
prv-010057;251;79;44;land;5046.94;1376.63
prv-010058;86;59;64;land;5410.33;1377.83
prv-010059;36;64;118;land;5574.0;1367.0
prv-010060;40;112;96;land;5625.06;1373.77
prv-010061;9;143;14;land;6.75;1380.56
prv-010062;83;217;176;land;71.67;1379.67
prv-010063;29;56;22;land;128.12;1384.94
prv-010064;58;248;170;land;131.4;1383.6
prv-010065;27;47;216;land;274.5;1379.0
prv-010066;40;66;153;land;1633.62;1392.09
prv-010067;208;158;190;land;1630.57;1379.12
prv-010068;219;213;71;land;1666.96;1383.51
prv-010069;70;244;91;land;1708.92;1380.67
prv-010070;28;30;174;land;1742.69;1377.9
prv-010071;180;114;2;land;1783.2;1388.09
prv-010072;196;74;193;land;1809.93;1378.81
prv-010073;206;225;209;land;1828.0;1387.85
prv-010074;9;199;79;land;1854.22;1388.08
prv-010075;134;77;226;land;1912.92;1389.9
prv-010076;196;168;137;land;1927.29;1379.51
prv-010077;80;108;170;land;1961.2;1383.89
prv-010078;140;153;125;land;2013.52;1391.27
prv-010079;191;53;187;land;2047.58;1379.61
prv-010080;13;60;99;land;2069.89;1387.3
prv-010081;119;216;55;land;2088.15;1384.4
prv-010082;56;147;146;land;2138.76;1389.06
prv-010083;212;103;84;land;2155.33;1379.59
prv-010084;36;9;7;land;2197.45;1381.51
prv-010085;149;117;88;land;3013.78;1378.26
prv-010086;255;133;210;land;3058.72;1384.4
prv-010087;12;51;133;land;3078.19;1382.57
prv-010088;27;158;117;land;3095.52;1385.02
prv-010089;124;172;182;land;3148.38;1387.54
prv-010090;185;65;220;land;3183.2;1390.53
prv-010091;13;78;112;land;3196.15;1390.15
prv-010092;142;9;1;land;3231.66;1384.71
prv-010093;86;221;167;land;3264.27;1389.28
prv-010094;205;35;207;land;3298.86;1384.26
prv-010095;250;170;70;land;3340.34;1380.33
prv-010096;35;114;49;land;3358.65;1384.78
prv-010097;159;134;228;land;3391.75;1382.91
prv-010098;84;134;49;land;3443.78;1379.68
prv-010099;70;161;36;land;3576.89;1380.56
prv-010100;148;74;210;land;3582.63;1389.91
prv-010101;243;32;84;land;4782.67;1393.77
prv-010102;251;138;28;land;4793.74;1388.94
prv-010103;140;120;182;land;4842.84;1385.45
prv-010104;179;215;22;land;4872.32;1390.63
prv-010105;11;23;200;land;4906.56;1385.53
prv-010106;92;111;56;land;4939.65;1388.9
prv-010107;236;168;228;land;4949.0;1385.0
prv-010108;119;199;223;land;5026.32;1380.23
prv-010109;219;78;148;land;5047.85;1386.81
prv-010110;188;43;45;land;5424.4;1387.73
prv-010111;210;132;112;land;5624.74;1387.69
prv-010112;124;66;60;land;4.64;1394.72
prv-010113;35;108;54;land;41.29;1395.0
prv-010114;93;197;28;land;156.0;1395.0
prv-010115;183;134;167;land;172.5;1393.0
prv-010116;144;92;128;land;196.0;1399.0
prv-010117;86;51;27;land;537.5;1397.5
prv-010118;81;151;87;land;553.33;1400.67
prv-010119;219;92;247;land;616.0;1393.0
prv-010120;164;92;173;land;1649.03;1398.86
prv-010121;99;186;101;land;1681.85;1401.61
prv-010122;202;222;7;land;1696.89;1393.63
prv-010123;101;86;102;land;1755.04;1390.42
prv-010124;132;52;23;land;1770.19;1392.25
prv-010125;130;255;144;land;1807.04;1395.43
prv-010126;131;66;65;land;1852.96;1396.69
prv-010127;204;108;90;land;1880.83;1396.13
prv-010128;115;78;198;land;1901.39;1399.23
prv-010129;248;158;229;land;1931.73;1399.5
prv-010130;215;156;238;land;1952.04;1394.78
prv-010131;67;136;172;land;1989.79;1395.5
prv-010132;113;66;132;land;2039.47;1396.17
prv-010133;246;210;125;land;2070.7;1396.51
prv-010134;82;75;153;land;2113.04;1392.15
prv-010135;132;94;85;land;2126.04;1399.18
prv-010136;221;18;136;land;2175.46;1401.2
prv-010137;0;121;182;land;2191.21;1392.74
prv-010138;224;94;19;land;3023.16;1391.78
prv-010139;215;46;158;land;3032.16;1404.84
prv-010140;43;80;198;land;3070.96;1400.71
prv-010141;177;232;72;land;3116.61;1390.01
prv-010142;159;237;28;land;3145.71;1402.75
prv-010143;186;71;54;land;3169.01;1393.31
prv-010144;36;63;43;land;3211.87;1394.64
prv-010145;46;254;137;land;3248.79;1392.31
prv-010146;192;243;179;land;3278.17;1395.89
prv-010147;223;75;78;land;3298.77;1397.24
prv-010148;143;118;115;land;3346.79;1391.74
prv-010149;192;251;105;land;3377.84;1392.33
prv-010150;241;75;6;land;3407.58;1393.94
prv-010151;187;117;235;land;3427.04;1392.31
prv-010152;43;89;197;land;3444.62;1395.86
prv-010153;207;197;13;land;3575.53;1399.65
prv-010154;49;251;218;land;3593.69;1401.21
prv-010155;169;60;248;land;4769.57;1401.72
prv-010156;76;0;137;land;4800.34;1400.2
prv-010157;38;181;96;land;4837.65;1396.55
prv-010158;126;72;249;land;4856.31;1393.57
prv-010159;230;25;16;land;4890.36;1404.42
prv-010160;61;102;8;land;4924.79;1392.74
prv-010161;19;226;169;land;4946.79;1393.47
prv-010162;175;139;147;land;5037.89;1392.23
prv-010163;151;138;79;land;5053.34;1402.8
prv-010164;225;11;215;land;5411.52;1404.48
prv-010165;133;143;238;land;5627.21;1398.95
prv-010166;71;164;50;land;6.54;1410.17
prv-010167;199;143;178;land;79.33;1415.33
prv-010168;194;89;161;land;499.5;1404.0
prv-010169;203;94;43;land;549.25;1413.25
prv-010170;56;176;55;land;1656.95;1411.81
prv-010171;202;38;168;land;1666.72;1403.2
prv-010172;80;246;173;land;1715.35;1409.08
prv-010173;156;164;124;land;1740.71;1412.96
prv-010174;29;95;199;land;1778.06;1415.46
prv-010175;62;212;22;land;1798.78;1407.59
prv-010176;114;254;26;land;1836.9;1407.26
prv-010177;177;35;27;land;1861.12;1409.73
prv-010178;154;17;99;land;1885.51;1415.71
prv-010179;32;184;200;land;1946.85;1410.68
prv-010180;152;115;79;land;1969.75;1404.58
prv-010181;183;63;71;land;2004.43;1412.08
prv-010182;114;227;237;land;2031.92;1409.91
prv-010183;203;88;216;land;2068.24;1408.73
prv-010184;44;87;24;land;2098.06;1404.53
prv-010185;132;22;70;land;2140.34;1414.04
prv-010186;240;52;8;land;2159.45;1407.56
prv-010187;79;216;138;land;2190.75;1407.35
prv-010188;101;238;60;land;3018.99;1406.52
prv-010189;81;222;26;land;3049.58;1404.31
prv-010190;125;183;175;land;3087.39;1408.97
prv-010191;82;133;222;land;3105.56;1407.19
prv-010192;150;121;34;land;3126.48;1410.79
prv-010193;41;249;194;land;3165.95;1414.28
prv-010194;105;188;110;land;3222.56;1413.8
prv-010195;48;78;94;land;3246.99;1409.35
prv-010196;161;99;158;land;3272.6;1413.04
prv-010197;32;89;102;land;3318.1;1410.21
prv-010198;44;27;58;land;3335.1;1410.72
prv-010199;110;244;92;land;3366.29;1406.49
prv-010200;196;92;240;land;3389.15;1413.13
prv-010201;37;116;122;land;3433.31;1410.97
prv-010202;116;71;43;land;3446.23;1405.22
prv-010203;192;45;62;land;3542.56;1412.48
prv-010204;137;238;183;land;3572.83;1412.33
prv-010205;24;245;58;land;3583.92;1415.04
prv-010206;148;58;56;land;4758.89;1416.53
prv-010207;194;83;29;land;4770.3;1421.22
prv-010208;92;6;141;land;4813.13;1412.39
prv-010209;100;248;218;land;4833.03;1416.79
prv-010210;88;74;24;land;4861.93;1411.53
prv-010211;237;214;153;land;4908.01;1407.51
prv-010212;140;42;36;land;4922.66;1412.88
prv-010213;154;23;181;land;4941.94;1419.29
prv-010214;74;113;124;land;5031.03;1404.79
prv-010215;144;66;235;land;5068.62;1412.04
prv-010216;247;92;101;land;5078.33;1411.88
prv-010217;52;88;181;land;5434.94;1408.88
prv-010218;188;181;43;land;5435.57;1415.71
prv-010219;150;71;66;land;5624.52;1409.76
prv-010220;68;120;68;land;5.69;1423.05
prv-010221;147;207;119;land;80.0;1416.0
prv-010222;192;255;84;land;109.0;1419.0
prv-010223;75;42;183;land;408.0;1418.5
prv-010224;105;53;210;land;506.0;1419.5
prv-010225;15;144;121;land;547.5;1424.2
prv-010226;203;27;40;land;562.5;1417.5
prv-010227;170;147;175;land;595.67;1422.67
prv-010228;196;252;114;land;632.5;1421.0
prv-010229;71;85;114;land;1658.71;1417.52
prv-010230;217;48;140;land;1674.24;1418.88
prv-010231;161;235;221;land;1697.61;1422.22
prv-010232;143;194;97;land;1754.52;1423.92
prv-010233;152;99;64;land;1766.62;1419.87
prv-010234;225;102;170;land;1815.89;1421.62
prv-010235;36;137;56;land;1842.38;1423.56
prv-010236;122;152;142;land;1858.54;1419.94
prv-010237;144;246;232;land;1913.76;1420.01
prv-010238;91;228;86;land;1937.47;1424.16
prv-010239;195;87;69;land;1960.16;1421.27
prv-010240;119;188;203;land;1984.93;1425.28
prv-010241;34;221;188;land;2039.06;1424.47
prv-010242;202;10;11;land;2060.75;1421.27
prv-010243;62;64;226;land;2097.47;1424.55
prv-010244;37;57;119;land;2120.11;1421.29
prv-010245;162;59;245;land;2176.99;1426.43
prv-010246;161;90;115;land;2199.8;1417.76
prv-010247;209;66;66;land;2726.0;1420.83
prv-010248;250;42;249;land;3014.12;1418.77
prv-010249;54;12;18;land;3040.06;1418.14
prv-010250;91;238;188;land;3065.45;1428.87
prv-010251;87;39;71;land;3104.61;1420.83
prv-010252;232;83;151;land;3145.75;1419.71
prv-010253;141;247;7;land;3179.73;1415.53
prv-010254;114;183;56;land;3207.03;1418.77
prv-010255;22;4;84;land;3238.96;1428.52
prv-010256;137;208;75;land;3259.0;1415.75
prv-010257;39;245;15;land;3301.94;1415.45
prv-010258;245;126;123;land;3348.32;1421.12
prv-010259;26;64;176;land;3363.88;1423.72
prv-010260;175;180;156;land;3410.1;1420.45
prv-010261;214;108;153;land;3425.87;1421.85
prv-010262;123;121;137;land;3513.59;1426.22
prv-010263;242;43;97;land;3546.85;1425.86
prv-010264;11;171;81;land;3563.51;1420.38
prv-010265;18;44;202;land;3599.0;1412.82
prv-010266;12;121;48;land;3665.0;1420.0
prv-010267;223;30;12;land;4745.28;1431.11
prv-010268;36;242;169;land;4784.42;1412.96
prv-010269;135;154;254;land;4799.99;1417.72
prv-010270;193;70;143;land;4846.08;1427.92
prv-010271;252;246;183;land;4866.45;1423.44
prv-010272;143;209;105;land;4901.48;1424.13
prv-010273;73;248;254;land;4921.73;1429.41
prv-010274;169;164;131;land;4959.3;1431.54
prv-010275;239;117;112;land;5023.74;1417.34
prv-010276;6;73;4;land;5045.01;1426.8
prv-010277;234;192;244;land;5079.59;1426.39
prv-010278;26;32;126;land;5152.0;1425.0
prv-010279;91;39;135;land;5416.37;1411.71
prv-010280;46;79;175;land;5435.91;1419.64
prv-010281;165;107;132;land;5623.06;1422.93
prv-010282;203;18;186;land;6.67;1434.74
prv-010283;46;27;25;land;417.67;1434.33
prv-010284;131;214;50;land;444.0;1428.5
prv-010285;49;101;110;land;456.31;1433.62
prv-010286;118;236;58;land;579.71;1431.29
prv-010287;186;195;137;land;586.5;1437.0
prv-010288;127;189;189;land;1686.95;1429.6
prv-010289;186;63;195;land;1714.71;1435.76
prv-010290;177;13;47;land;1725.01;1426.74
prv-010291;5;226;119;land;1785.59;1437.67
prv-010292;154;115;21;land;1796.78;1431.57
prv-010293;213;223;159;land;1832.42;1426.98
prv-010294;185;219;34;land;1862.76;1431.36
prv-010295;152;176;51;land;1911.51;1434.56
prv-010296;98;150;255;land;1925.34;1441.53
prv-010297;81;140;60;land;1962.9;1435.43
prv-010298;212;210;96;land;2003.33;1430.76
prv-010299;179;122;208;land;2039.38;1440.45
prv-010300;184;71;216;land;2062.38;1437.56
prv-010301;6;157;218;land;2082.6;1430.58
prv-010302;65;133;26;land;2137.87;1430.83
prv-010303;127;14;245;land;2155.38;1432.11
prv-010304;126;238;200;land;2198.9;1427.84
prv-010305;134;12;230;land;3009.85;1433.14
prv-010306;109;123;93;land;3036.1;1434.35
prv-010307;142;222;75;land;3090.09;1436.37
prv-010308;0;36;141;land;3115.73;1431.32
prv-010309;153;72;240;land;3150.49;1437.96
prv-010310;57;207;52;land;3172.15;1433.0
prv-010311;43;4;120;land;3193.23;1432.22
prv-010312;121;252;123;land;3254.21;1430.12
prv-010313;49;16;229;land;3271.46;1432.0
prv-010314;162;231;23;land;3293.17;1431.4
prv-010315;206;240;28;land;3334.98;1435.31
prv-010316;62;234;198;land;3359.95;1439.59
prv-010317;167;7;241;land;3398.83;1432.5
prv-010318;200;70;176;land;3422.73;1432.71
prv-010319;209;156;228;land;3481.5;1438.0
prv-010320;132;113;182;land;3504.91;1439.09
prv-010321;200;131;66;land;3516.96;1434.88
prv-010322;49;251;195;land;3571.18;1438.58
prv-010323;10;102;31;land;3587.4;1428.45
prv-010324;13;137;118;land;3742.5;1434.0
prv-010325;234;57;130;land;3744.0;1428.0
prv-010326;80;138;142;land;4727.55;1436.2
prv-010327;154;63;243;land;4782.23;1430.48
prv-010328;151;40;180;land;4819.49;1441.28
prv-010329;238;77;149;land;4821.55;1429.38
prv-010330;192;74;46;land;4867.79;1436.27
prv-010331;203;115;121;land;4906.81;1437.08
prv-010332;187;56;161;land;4936.71;1435.84
prv-010333;40;61;94;land;4974.02;1443.56
prv-010334;31;160;146;land;4985.01;1446.28
prv-010335;243;248;24;land;5017.19;1437.65
prv-010336;87;39;158;land;5067.79;1428.72
prv-010337;198;80;87;land;5081.11;1438.69
prv-010338;203;38;165;land;5119.0;1429.0
prv-010339;118;72;59;land;5152.0;1436.0
prv-010340;217;128;130;land;5424.38;1425.66
prv-010341;5;107;91;land;5438.33;1438.33
prv-010342;104;83;222;land;5593.33;1434.33
prv-010343;129;159;198;land;5605.09;1431.79
prv-010344;33;132;127;land;4.49;1445.61
prv-010345;180;217;59;land;38.0;1451.0
prv-010346;235;161;47;land;481.12;1445.12
prv-010347;129;141;116;land;487.92;1447.65
prv-010348;54;161;0;land;547.5;1442.5
prv-010349;247;30;117;land;580.5;1444.0
prv-010350;158;55;179;land;586.5;1450.5
prv-010351;25;11;54;land;623.36;1449.18
prv-010352;65;43;49;land;659.0;1442.5
prv-010353;75;114;188;land;1714.35;1447.16
prv-010354;86;173;212;land;1739.17;1443.87
prv-010355;242;155;226;land;1769.13;1444.18
prv-010356;89;56;179;land;1812.49;1447.59
prv-010357;106;129;1;land;1831.82;1440.36
prv-010358;243;253;195;land;1862.91;1446.07
prv-010359;229;241;49;land;1910.63;1444.03
prv-010360;54;124;15;land;1943.13;1442.17
prv-010361;230;229;197;land;1982.72;1446.98
prv-010362;54;154;134;land;2017.56;1455.82
prv-010363;203;83;214;land;2018.82;1437.18
prv-010364;104;230;254;land;2084.58;1445.97
prv-010365;141;241;33;land;2113.69;1442.29
prv-010366;77;51;83;land;2140.88;1447.6
prv-010367;246;90;10;land;2159.36;1448.33
prv-010368;229;193;15;land;2179.37;1447.51
prv-010369;250;200;22;land;3006.88;1449.89
prv-010370;128;253;237;land;3044.26;1449.8
prv-010371;5;186;234;land;3077.15;1451.5
prv-010372;42;153;252;land;3118.88;1444.48
prv-010373;184;46;155;land;3134.98;1444.45
prv-010374;205;199;106;land;3165.56;1446.73
prv-010375;216;24;38;land;3219.55;1447.8
prv-010376;63;21;205;land;3225.42;1438.49
prv-010377;178;180;118;land;3281.31;1444.82
prv-010378;36;60;151;land;3315.1;1444.63
prv-010379;251;36;219;land;3326.11;1455.64
prv-010380;248;69;62;land;3375.38;1443.27
prv-010381;77;82;156;land;3392.43;1442.59
prv-010382;226;72;59;land;3502.65;1454.07
prv-010383;78;185;16;land;3530.28;1439.93
prv-010384;185;71;131;land;3546.68;1447.11
prv-010385;88;3;206;land;3584.02;1440.44
prv-010386;146;3;32;land;4720.23;1448.02
prv-010387;22;204;166;land;4725.16;1448.92
prv-010388;254;43;45;land;4772.31;1442.09
prv-010389;11;145;176;land;4801.04;1442.24
prv-010390;184;158;216;land;4840.08;1449.16
prv-010391;79;156;130;land;4859.08;1451.76
prv-010392;184;217;113;land;4887.88;1437.58
prv-010393;42;108;228;land;4934.91;1452.56
prv-010394;247;234;153;land;4952.45;1439.54
prv-010395;44;54;10;land;5001.26;1451.9
prv-010396;68;102;133;land;5032.69;1446.76
prv-010397;191;59;211;land;5061.84;1442.9
prv-010398;94;207;80;land;5084.89;1448.62
prv-010399;206;229;248;land;5128.0;1447.0
prv-010400;35;125;70;land;5436.08;1447.08
prv-010401;26;8;91;land;5439.2;1447.8
prv-010402;122;84;107;land;5596.93;1451.6
prv-010403;145;126;28;land;5625.56;1444.01
prv-010404;240;201;216;land;5.6;1458.25
prv-010405;213;24;242;land;38.0;1452.0
prv-010406;156;67;129;land;105.25;1462.25
prv-010407;198;213;56;land;620.5;1455.0
prv-010408;126;5;55;land;681.0;1457.5
prv-010409;65;192;58;land;690.83;1460.67
prv-010410;111;74;76;land;1726.02;1458.05
prv-010411;150;255;74;land;1746.34;1460.72
prv-010412;220;58;85;land;1774.96;1460.77
prv-010413;76;36;32;land;1812.67;1464.84
prv-010414;142;80;120;land;1841.19;1453.11
prv-010415;45;14;125;land;1881.63;1447.34
prv-010416;228;117;156;land;1900.02;1458.41
prv-010417;84;241;207;land;1947.11;1459.97
prv-010418;10;105;108;land;1969.26;1457.16
prv-010419;221;161;28;land;2001.73;1456.14
prv-010420;209;34;26;land;2031.9;1462.01
prv-010421;48;42;161;land;2063.18;1454.93
prv-010422;130;181;45;land;2109.04;1462.61
prv-010423;148;232;44;land;2125.1;1454.33
prv-010424;200;129;253;land;2164.89;1463.04
prv-010425;136;33;240;land;2191.68;1454.12
prv-010426;135;213;36;land;3020.67;1453.32
prv-010427;115;15;165;land;3037.58;1464.85
prv-010428;83;26;7;land;3063.93;1454.44
prv-010429;216;224;193;land;3107.7;1457.54
prv-010430;10;100;16;land;3157.07;1464.85
prv-010431;242;209;132;land;3174.13;1454.09
prv-010432;71;191;78;land;3195.34;1451.45
prv-010433;250;229;47;land;3237.11;1457.22
prv-010434;78;22;144;land;3261.19;1455.81
prv-010435;215;56;45;land;3293.41;1453.77
prv-010436;198;157;173;land;3339.9;1458.45
prv-010437;28;174;73;land;3355.27;1456.96
prv-010438;164;229;229;land;3384.56;1455.73
prv-010439;121;117;85;land;3515.21;1453.96
prv-010440;61;138;87;land;3548.64;1467.8
prv-010441;190;65;153;land;3562.14;1456.15
prv-010442;86;214;250;land;3579.67;1453.89
prv-010443;87;203;11;land;4716.86;1461.19
prv-010444;165;232;230;land;4725.52;1457.15
prv-010445;188;17;250;land;4763.52;1454.81
prv-010446;73;206;18;land;4801.93;1458.08
prv-010447;37;109;175;land;4822.7;1458.94
prv-010448;223;212;159;land;4877.84;1463.21
prv-010449;109;161;121;land;4894.45;1461.7
prv-010450;191;107;6;land;4918.93;1456.21
prv-010451;92;154;148;land;4954.93;1457.22
prv-010452;211;143;118;land;5009.9;1466.39
prv-010453;241;176;106;land;5021.68;1461.44
prv-010454;109;184;155;land;5067.55;1457.09
prv-010455;217;113;228;land;5090.13;1460.67
prv-010456;216;97;141;land;5449.54;1463.54
prv-010457;143;143;168;land;5585.83;1449.89
prv-010458;206;45;184;land;5623.05;1461.99
prv-010459;135;178;16;land;3.21;1472.21
prv-010460;191;66;236;land;36.5;1470.5
prv-010461;151;130;75;land;95.0;1465.0
prv-010462;201;240;208;land;104.67;1463.33
prv-010463;172;42;218;land;169.18;1469.18
prv-010464;169;62;188;land;326.33;1466.33
prv-010465;33;32;160;land;615.0;1471.5
