region_type,region_id,parent_id,color,local_x,local_y,global_x,global_y,bbox_local,bbox,density_multiplier
land,ter-000670-prv-000001,ter-000670,#9dadcc,17.65,4.96,4708.65,1307.96,"[0, 0, 39, 10]","[4691, 1303, 4730, 1313]",0.8500000000000001
ocean,ter-000671-prv-000001,ter-000671,#003767,13.66,6.84,4787.66,1310.84,"[0, 0, 34, 16]","[4774, 1304, 4808, 1320]",0.7
land,ter-000672-prv-000001,ter-000672,#50ef3f,11.76,4.52,4652.76,1309.52,"[0, 0, 23, 11]","[4641, 1305, 4664, 1316]",0.7
ocean,ter-000673-prv-000001,ter-000673,#2401a5,12.32,9.92,4762.32,1324.92,"[0, 0, 25, 21]","[4750, 1315, 4775, 1336]",0.8500000000000001
ocean,ter-000674-prv-000001,ter-000674,#2f0da3,153.86,210.42,4554.86,1460.42,"[63, 129, 228, 300]","[4464, 1379, 4629, 1550]",0.5078125
ocean,ter-000674-prv-000002,ter-000674,#303974,230.33,111.78,4631.33,1361.78,"[159, 53, 331, 188]","[4560, 1303, 4732, 1438]",0.5078125
ocean,ter-000674-prv-000003,ter-000674,#11388f,96.24,72.32,4497.24,1322.32,"[17, 0, 178, 140]","[4418, 1250, 4579, 1390]",0.5078125
ocean,ter-000674-prv-000004,ter-000674,#163aad,49.76,145.23,4450.76,1395.23,"[0, 62, 121, 220]","[4401, 1312, 4522, 1470]",0.5078125
ocean,ter-000674-prv-000005,ter-000674,#2e2b76,296.69,175.68,4697.69,1425.68,"[219, 91, 383, 256]","[4620, 1341, 4784, 1506]",0.5078125
ocean,ter-000676-prv-000001,ter-000676,#0000a5,197.24,126.62,4342.24,1120.62,"[127, 0, 296, 282]","[4272, 994, 4441, 1276]",0.5078125
ocean,ter-000676-prv-000002,ter-000676,#131ba4,64.17,123.21,4209.17,1117.21,"[0, 30, 139, 228]","[4145, 1024, 4284, 1222]",0.5078125
ocean,ter-000676-prv-000003,ter-000676,#242c88,130.75,216.82,4275.75,1210.82,"[1, 144, 275, 284]","[4146, 1138, 4420, 1278]",0.5078125
ocean,ter-000675-prv-000001,ter-000675,#2e2381,132.13,97.69,4244.13,1319.69,"[60, 15, 184, 175]","[4172, 1237, 4296, 1397]",0.5078125
ocean,ter-000675-prv-000002,ter-000675,#3649a1,242.61,96.6,4354.61,1318.6,"[176, 29, 306, 177]","[4288, 1251, 4418, 1399]",0.5078125
ocean,ter-000675-prv-000003,ter-000675,#2420a1,205.26,212.2,4317.26,1434.2,"[140, 146, 289, 281]","[4252, 1368, 4401, 1503]",0.5078125
ocean,ter-000675-prv-000004,ter-000675,#231481,78.34,206.96,4190.34,1428.96,"[10, 140, 143, 281]","[4122, 1362, 4255, 1503]",0.5078125
ocean,ter-000675-prv-000005,ter-000675,#0219ad,47.73,69.12,4159.73,1291.12,"[0, 0, 118, 146]","[4112, 1222, 4230, 1368]",0.5078125
ocean,ter-000679-prv-000001,ter-000679,#23189f,78.99,170.33,4146.99,988.33,"[0, 83, 158, 257]","[4068, 901, 4226, 1075]",0.5078125
ocean,ter-000679-prv-000002,ter-000679,#102daa,145.22,73.42,4213.22,891.42,"[46, 0, 228, 154]","[4114, 818, 4296, 972]",0.5078125
ocean,ter-000679-prv-000003,ter-000679,#183486,219.21,155.58,4287.21,973.58,"[149, 77, 295, 229]","[4217, 895, 4363, 1047]",0.5078125
ocean,ter-000678-prv-000001,ter-000678,#154e76,130.37,218.92,3970.37,1189.92,"[46, 142, 209, 284]","[3886, 1113, 4049, 1255]",0.5078125
ocean,ter-000678-prv-000002,ter-000678,#0e268c,251.19,186.93,4091.19,1157.93,"[180, 72, 312, 284]","[4020, 1043, 4152, 1255]",0.5078125
ocean,ter-000678-prv-000003,ter-000678,#09079d,170.6,81.85,4010.6,1052.85,"[92, 0, 276, 156]","[3932, 971, 4116, 1127]",0.5078125
ocean,ter-000678-prv-000004,ter-000678,#242372,66.8,124.46,3906.8,1095.46,"[0, 41, 134, 202]","[3840, 1012, 3974, 1173]",0.5078125
ocean,ter-000677-prv-000001,ter-000677,#131a87,64.53,172.36,4377.53,1607.36,"[0, 100, 145, 249]","[4313, 1535, 4458, 1684]",0.5078125
ocean,ter-000677-prv-000002,ter-000677,#1d147b,197.99,121.83,4510.99,1556.83,"[125, 51, 292, 185]","[4438, 1486, 4605, 1620]",0.5078125
ocean,ter-000677-prv-000003,ter-000677,#0f20aa,95.8,278.88,4408.8,1713.88,"[11, 211, 185, 348]","[4324, 1646, 4498, 1783]",0.5078125
ocean,ter-000677-prv-000004,ter-000677,#12238b,214.19,210.59,4527.19,1645.59,"[134, 147, 300, 289]","[4447, 1582, 4613, 1724]",0.5078125
ocean,ter-000677-prv-000005,ter-000677,#0c0d87,84.44,68.57,4397.44,1503.57,"[0, 0, 167, 128]","[4313, 1435, 4480, 1563]",0.5078125
ocean,ter-000680-prv-000001,ter-000680,#2b036c,151.14,251.2,3988.14,1498.2,"[66, 159, 235, 318]","[3903, 1406, 4072, 1565]",0.5078125
ocean,ter-000680-prv-000002,ter-000680,#2b1674,115.35,79.3,3952.35,1326.3,"[36, 0, 182, 163]","[3873, 1247, 4019, 1410]",0.5078125
ocean,ter-000680-prv-000003,ter-000680,#062865,234.66,179.35,4071.66,1426.35,"[154, 112, 293, 269]","[3991, 1359, 4130, 1516]",0.5078125
ocean,ter-000680-prv-000004,ter-000680,#270b8f,220.33,58.84,4057.33,1305.84,"[147, 0, 281, 120]","[3984, 1247, 4118, 1367]",0.5078125
ocean,ter-000680-prv-000005,ter-000680,#254b6b,65.28,177.64,3902.28,1424.64,"[0, 102, 142, 270]","[3837, 1349, 3979, 1517]",0.5078125
ocean,ter-000681-prv-000001,ter-000681,#2f1a85,54.12,173.91,3707.12,1289.91,"[1, 76, 135, 268]","[3654, 1192, 3788, 1384]",0.5078125
ocean,ter-000681-prv-000002,ter-000681,#004aa7,104.84,65.11,3757.84,1181.11,"[0, 0, 196, 138]","[3653, 1116, 3849, 1254]",0.5078125
ocean,ter-000681-prv-000003,ter-000681,#2a2d69,204.32,112.35,3857.32,1228.35,"[132, 11, 277, 193]","[3785, 1127, 3930, 1309]",0.5078125
ocean,ter-000681-prv-000004,ter-000681,#3930ad,153.1,223.32,3806.1,1339.32,"[70, 146, 236, 284]","[3723, 1262, 3889, 1400]",0.5078125
ocean,ter-000682-prv-000001,ter-000682,#194d7c,140.79,195.57,4312.79,1939.57,"[80, 128, 214, 272]","[4252, 1872, 4386, 2016]",0.5078125
ocean,ter-000682-prv-000002,ter-000682,#37307c,240.72,142.65,4412.72,1886.65,"[164, 34, 302, 233]","[4336, 1778, 4474, 1977]",0.5078125
ocean,ter-000682-prv-000003,ter-000682,#1c0c77,202.04,295.61,4374.04,2039.61,"[131, 218, 280, 368]","[4303, 1962, 4452, 2112]",0.5078125
ocean,ter-000682-prv-000004,ter-000682,#271a84,80.23,318.79,4252.23,2062.79,"[14, 261, 147, 368]","[4186, 2005, 4319, 2112]",0.5078125
ocean,ter-000682-prv-000005,ter-000682,#211679,51.27,222.73,4223.27,1966.73,"[3, 169, 109, 286]","[4175, 1913, 4281, 2030]",0.5078125
ocean,ter-000682-prv-000006,ter-000682,#391085,153.55,62.39,4325.55,1806.39,"[71, 0, 242, 132]","[4243, 1744, 4414, 1876]",0.5078125
ocean,ter-000682-prv-000007,ter-000682,#074b6b,51.94,111.09,4223.94,1855.09,"[0, 38, 119, 169]","[4172, 1782, 4291, 1913]",0.5078125
ocean,ter-000683-prv-000001,ter-000683,#1612a5,184.15,57.9,4208.15,1535.9,"[99, 0, 289, 138]","[4123, 1478, 4313, 1616]",0.5078125
ocean,ter-000683-prv-000002,ter-000683,#154c6f,67.43,96.04,4091.43,1574.04,"[0, 8, 137, 169]","[4024, 1486, 4161, 1647]",0.5078125
ocean,ter-000683-prv-000003,ter-000683,#210e76,90.11,210.73,4114.11,1688.73,"[17, 137, 166, 306]","[4041, 1615, 4190, 1784]",0.5078125
ocean,ter-000683-prv-000004,ter-000683,#2a1d72,227.42,144.33,4251.42,1622.33,"[141, 65, 300, 213]","[4165, 1543, 4324, 1691]",0.5078125
ocean,ter-000683-prv-000005,ter-000683,#1e238f,160.85,273.88,4184.85,1751.88,"[79, 195, 233, 335]","[4103, 1673, 4257, 1813]",0.5078125
ocean,ter-000683-prv-000006,ter-000683,#212aac,257.24,234.09,4281.24,1712.09,"[198, 170, 308, 298]","[4222, 1648, 4332, 1776]",0.5078125
ocean,ter-000684-prv-000001,ter-000684,#221aaa,248.02,224.8,3988.02,1753.8,"[174, 160, 337, 306]","[3914, 1689, 4077, 1835]",0.5078125
ocean,ter-000684-prv-000002,ter-000684,#331164,141.05,302.71,3881.05,1831.71,"[57, 241, 228, 362]","[3797, 1770, 3968, 1891]",0.5078125
ocean,ter-000684-prv-000003,ter-000684,#364586,167.42,84.04,3907.42,1613.04,"[90, 0, 237, 175]","[3830, 1529, 3977, 1704]",0.5078125
ocean,ter-000684-prv-000004,ter-000684,#2f13a3,106.63,222.41,3846.63,1751.41,"[26, 158, 176, 292]","[3766, 1687, 3916, 1821]",0.5078125
ocean,ter-000684-prv-000005,ter-000684,#2100ad,259.14,110.5,3999.14,1639.5,"[199, 28, 327, 183]","[3939, 1557, 4067, 1712]",0.5078125
ocean,ter-000684-prv-000006,ter-000684,#320575,67.93,152.04,3807.93,1681.04,"[0, 81, 143, 217]","[3740, 1610, 3883, 1746]",0.5078125
ocean,ter-000685-prv-000001,ter-000685,#0a3d9f,130.1,55.52,3840.1,829.52,"[35, 0, 245, 114]","[3745, 774, 3955, 888]",0.5078125
ocean,ter-000685-prv-000002,ter-000685,#083fa7,190.04,185.28,3900.04,959.28,"[102, 69, 277, 304]","[3812, 843, 3987, 1078]",0.5078125
ocean,ter-000685-prv-000003,ter-000685,#1613a3,79.52,136.13,3789.52,910.13,"[0, 64, 161, 234]","[3710, 838, 3871, 1008]",0.5078125
ocean,ter-000687-prv-000001,ter-000687,#213896,177.12,216.64,4605.12,1844.64,"[119, 142, 240, 286]","[4547, 1770, 4668, 1914]",0.5078125
ocean,ter-000687-prv-000002,ter-000687,#2d386f,266.4,131.45,4694.4,1759.45,"[196, 75, 324, 187]","[4624, 1703, 4752, 1815]",0.5078125
ocean,ter-000687-prv-000003,ter-000687,#101da5,71.44,200.06,4499.44,1828.06,"[0, 118, 127, 278]","[4428, 1746, 4555, 1906]",0.5078125
ocean,ter-000687-prv-000004,ter-000687,#120394,142.54,96.54,4570.54,1724.54,"[49, 0, 208, 167]","[4477, 1628, 4636, 1795]",0.5078125
ocean,ter-000687-prv-000005,ter-000687,#3a3990,278.13,241.0,4706.13,1869.0,"[211, 181, 329, 305]","[4639, 1809, 4757, 1933]",0.5078125
ocean,ter-000686-prv-000001,ter-000686,#0d1dad,103.47,58.75,3664.47,1442.75,"[25, 0, 161, 124]","[3586, 1384, 3722, 1508]",0.5078125
ocean,ter-000686-prv-000002,ter-000686,#3a1a8c,257.27,152.38,3818.27,1536.38,"[164, 72, 349, 241]","[3725, 1456, 3910, 1625]",0.5078125
ocean,ter-000686-prv-000003,ter-000686,#1e3ba6,73.31,162.25,3634.31,1546.25,"[0, 86, 167, 262]","[3561, 1470, 3728, 1646]",0.5078125
ocean,ter-000686-prv-000004,ter-000686,#2c0d82,154.18,240.07,3715.18,1624.07,"[46, 157, 249, 311]","[3607, 1541, 3810, 1695]",0.5078125
ocean,ter-000686-prv-000005,ter-000686,#25026c,216.33,61.3,3777.33,1445.3,"[154, 0, 305, 134]","[3715, 1384, 3866, 1518]",0.5078125
ocean,ter-000688-prv-000001,ter-000688,#0d319a,137.55,57.15,4546.55,1949.15,"[50, 0, 245, 120]","[4459, 1892, 4654, 2012]",0.5078125
ocean,ter-000688-prv-000002,ter-000688,#110a88,136.57,177.31,4545.57,2069.31,"[77, 118, 201, 220]","[4486, 2010, 4610, 2112]",0.5078125
ocean,ter-000688-prv-000003,ter-000688,#162e7b,57.85,153.94,4466.85,2045.94,"[0, 68, 113, 220]","[4409, 1960, 4522, 2112]",0.5078125
ocean,ter-000688-prv-000004,ter-000688,#06377e,219.63,146.22,4628.63,2038.22,"[154, 49, 282, 220]","[4563, 1941, 4691, 2112]",0.5078125
ocean,ter-000688-prv-000005,ter-000688,#110c6f,300.66,116.6,4709.66,2008.6,"[234, 22, 354, 220]","[4643, 1914, 4763, 2112]",0.5078125
ocean,ter-000689-prv-000001,ter-000689,#0b4170,159.64,192.33,3686.64,2059.33,"[93, 120, 229, 245]","[3620, 1987, 3756, 2112]",0.5078125
ocean,ter-000689-prv-000002,ter-000689,#2b059d,53.01,176.53,3580.01,2043.53,"[0, 95, 110, 245]","[3527, 1962, 3637, 2112]",0.5078125
ocean,ter-000689-prv-000003,ter-000689,#063788,183.54,98.69,3710.54,1965.69,"[86, 29, 254, 161]","[3613, 1896, 3781, 2028]",0.5078125
ocean,ter-000689-prv-000004,ter-000689,#173181,291.36,63.0,3818.36,1930.0,"[223, 0, 357, 120]","[3750, 1867, 3884, 1987]",0.5078125
ocean,ter-000689-prv-000005,ter-000689,#121ea8,302.23,183.6,3829.23,2050.6,"[225, 115, 381, 245]","[3752, 1982, 3908, 2112]",0.5078125
ocean,ter-000690-prv-000001,ter-000690,#274181,238.73,309.02,3443.73,1751.02,"[161, 227, 330, 380]","[3366, 1669, 3535, 1822]",0.5078125
ocean,ter-000690-prv-000002,ter-000690,#360aa6,169.71,200.42,3374.71,1642.42,"[90, 121, 248, 287]","[3295, 1563, 3453, 1729]",0.5078125
ocean,ter-000690-prv-000003,ter-000690,#14119c,282.68,157.59,3487.68,1599.59,"[212, 84, 373, 234]","[3417, 1526, 3578, 1676]",0.5078125
ocean,ter-000690-prv-000004,ter-000690,#051576,223.21,67.64,3428.21,1509.64,"[151, 0, 308, 143]","[3356, 1442, 3513, 1585]",0.5078125
ocean,ter-000690-prv-000005,ter-000690,#0945a6,87.52,290.15,3292.52,1732.15,"[0, 211, 168, 353]","[3205, 1653, 3373, 1795]",0.5078125
ocean,ter-000690-prv-000006,ter-000690,#1d149b,341.13,220.17,3546.13,1662.17,"[266, 135, 410, 303]","[3471, 1577, 3615, 1745]",0.5078125
ocean,ter-000692-prv-000001,ter-000692,#2f3c6a,176.01,219.51,3595.01,1332.51,"[83, 151, 248, 313]","[3502, 1264, 3667, 1426]",0.5078125
ocean,ter-000692-prv-000002,ter-000692,#1134ae,63.87,152.31,3482.87,1265.31,"[5, 56, 135, 225]","[3424, 1169, 3554, 1338]",0.5078125
ocean,ter-000692-prv-000003,ter-000692,#213568,160.8,86.67,3579.8,1199.67,"[73, 0, 235, 155]","[3492, 1113, 3654, 1268]",0.5078125
ocean,ter-000692-prv-000004,ter-000692,#37459b,70.16,287.18,3489.16,1400.18,"[0, 222, 142, 362]","[3419, 1335, 3561, 1475]",0.5078125
ocean,ter-000696-prv-000001,ter-000696,#1048a3,7.88,5.75,5323.88,1323.75,"[0, 0, 18, 11]","[5316, 1318, 5334, 1329]",0.9015625
ocean,ter-000693-prv-000001,ter-000693,#0f0e88,167.66,220.89,3653.66,1098.89,"[73, 145, 248, 292]","[3559, 1023, 3734, 1170]",0.5078125
ocean,ter-000693-prv-000002,ter-000693,#3622b2,117.82,99.94,3603.82,977.94,"[0, 30, 183, 167]","[3486, 908, 3669, 1045]",0.5078125
ocean,ter-000693-prv-000003,ter-000693,#2e0c71,231.82,92.9,3717.82,970.9,"[176, 0, 313, 171]","[3662, 878, 3799, 1049]",0.5078125
ocean,ter-000693-prv-000004,ter-000693,#03248f,297.96,196.1,3783.96,1074.1,"[234, 118, 369, 269]","[3720, 996, 3855, 1147]",0.5078125
ocean,ter-000697-prv-000001,ter-000697,#1e2a6a,14.94,5.85,4693.94,1325.85,"[0, 0, 29, 15]","[4679, 1320, 4708, 1335]",0.605078125
ocean,ter-000691-prv-000001,ter-000691,#040c68,211.22,320.52,3417.22,2072.52,"[132, 249, 320, 360]","[3338, 2001, 3526, 2112]",0.5078125
ocean,ter-000691-prv-000002,ter-000691,#1a3489,61.83,305.19,3267.83,2057.19,"[3, 239, 137, 360]","[3209, 1991, 3343, 2112]",0.5078125
ocean,ter-000691-prv-000003,ter-000691,#124c7e,146.32,230.06,3352.32,1982.06,"[74, 151, 216, 309]","[3280, 1903, 3422, 2061]",0.5078125
ocean,ter-000691-prv-000004,ter-000691,#174e89,208.67,127.75,3414.67,1879.75,"[124, 46, 297, 210]","[3330, 1798, 3503, 1962]",0.5078125
ocean,ter-000691-prv-000005,ter-000691,#1c438b,52.69,177.24,3258.69,1929.24,"[1, 109, 128, 243]","[3207, 1861, 3334, 1995]",0.5078125
ocean,ter-000691-prv-000006,ter-000691,#0d4789,278.38,247.7,3484.38,1999.7,"[209, 158, 335, 360]","[3415, 1910, 3541, 2112]",0.5078125
ocean,ter-000691-prv-000007,ter-000691,#1e0780,72.57,73.61,3278.57,1825.61,"[0, 0, 166, 141]","[3206, 1752, 3372, 1893]",0.5078125
lake,ter-000698-prv-000001,ter-000698,#362f71,9.0,37.21,3356.0,1360.21,"[0, 0, 21, 74]","[3347, 1323, 3368, 1397]",0.8734375000000001
ocean,ter-000694-prv-000001,ter-000694,#2341ac,264.34,185.89,3727.34,1842.89,"[179, 103, 357, 270]","[3642, 1760, 3820, 1927]",0.5078125
ocean,ter-000694-prv-000002,ter-000694,#2f407a,133.41,117.7,3596.41,1774.7,"[60, 18, 205, 193]","[3523, 1675, 3668, 1850]",0.5078125
ocean,ter-000694-prv-000003,ter-000694,#210684,217.81,66.71,3680.81,1723.71,"[134, 0, 308, 141]","[3597, 1657, 3771, 1798]",0.5078125
ocean,ter-000694-prv-000004,ter-000694,#304764,130.51,258.47,3593.51,1915.47,"[45, 191, 223, 334]","[3508, 1848, 3686, 1991]",0.5078125
ocean,ter-000694-prv-000005,ter-000694,#211ca8,58.85,184.12,3521.85,1841.12,"[0, 106, 125, 265]","[3463, 1763, 3588, 1922]",0.5078125
land,ter-000699-prv-000001,ter-000699,#9e87c6,22.91,61.82,3351.91,1384.82,"[0, 0, 49, 114]","[3329, 1323, 3378, 1437]",1.0
ocean,ter-000695-prv-000001,ter-000695,#342368,92.21,276.81,3964.21,2050.81,"[17, 212, 174, 338]","[3889, 1986, 4046, 2112]",0.5078125
ocean,ter-000695-prv-000002,ter-000695,#221e79,201.73,245.56,4073.73,2019.56,"[142, 165, 285, 338]","[4014, 1939, 4157, 2112]",0.5078125
ocean,ter-000695-prv-000003,ter-000695,#2140b3,82.4,148.96,3954.4,1922.96,"[0, 58, 178, 220]","[3872, 1832, 4050, 1994]",0.5078125
ocean,ter-000695-prv-000004,ter-000695,#2820ac,196.38,66.43,4068.38,1840.43,"[104, 0, 299, 151]","[3976, 1774, 4171, 1925]",0.5078125
ocean,ter-000695-prv-000005,ter-000695,#2c0172,276.62,290.93,4148.62,2064.93,"[200, 216, 335, 338]","[4072, 1990, 4207, 2112]",0.5078125
ocean,ter-000695-prv-000006,ter-000695,#1f0d73,260.06,141.5,4132.06,1915.5,"[178, 39, 314, 216]","[4050, 1813, 4186, 1990]",0.5078125
land,ter-000700-prv-000001,ter-000700,#7bd4ab,51.85,22.42,1777.85,1412.42,"[23, 2, 78, 44]","[1749, 1392, 1804, 1434]",1.0
land,ter-000700-prv-000002,ter-000700,#a36545,17.57,32.63,1743.57,1422.63,"[0, 0, 38, 61]","[1726, 1390, 1764, 1451]",1.0
land,ter-000700-prv-000003,ter-000700,#a43435,48.06,55.22,1774.06,1445.22,"[24, 40, 78, 79]","[1750, 1430, 1804, 1469]",1.0
land,ter-000700-prv-000004,ter-000700,#0ac5cf,22.96,79.37,1748.96,1469.37,"[4, 58, 45, 109]","[1730, 1448, 1771, 1499]",1.0
land,ter-000701-prv-000001,ter-000701,#93c33b,114.03,37.59,1857.03,1472.59,"[96, 23, 146, 57]","[1839, 1458, 1889, 1492]",1.0
land,ter-000701-prv-000002,ter-000701,#80ebb1,74.51,67.99,1817.51,1502.99,"[51, 47, 100, 93]","[1794, 1482, 1843, 1528]",1.0
land,ter-000701-prv-000003,ter-000701,#d1e5f5,49.65,41.56,1792.65,1476.56,"[24, 22, 73, 65]","[1767, 1457, 1816, 1500]",1.0
land,ter-000701-prv-000004,ter-000701,#274988,86.91,32.28,1829.91,1467.28,"[70, 12, 104, 53]","[1813, 1447, 1847, 1488]",1.0
land,ter-000701-prv-000005,ter-000701,#b5a51e,25.06,68.68,1768.06,1503.68,"[0, 39, 51, 97]","[1743, 1474, 1794, 1532]",1.0
land,ter-000701-prv-000006,ter-000701,#b23f2d,62.34,16.03,1805.34,1451.03,"[41, 0, 82, 32]","[1784, 1435, 1825, 1467]",1.0
land,ter-000702-prv-000001,ter-000702,#9d72a9,20.65,25.12,1820.65,1396.12,"[0, 0, 44, 50]","[1800, 1371, 1844, 1421]",1.0
land,ter-000702-prv-000002,ter-000702,#fb170f,29.01,60.59,1829.01,1431.59,"[2, 42, 53, 86]","[1802, 1413, 1853, 1457]",1.0
land,ter-000702-prv-000003,ter-000702,#e035e5,70.06,72.95,1870.06,1443.95,"[46, 49, 99, 98]","[1846, 1420, 1899, 1469]",1.0
land,ter-000702-prv-000004,ter-000702,#f201df,54.14,34.23,1854.14,1405.23,"[36, 11, 73, 59]","[1836, 1382, 1873, 1430]",1.0
land,ter-000702-prv-000005,ter-000702,#230e86,96.93,89.33,1896.93,1460.33,"[75, 59, 115, 112]","[1875, 1430, 1915, 1483]",1.0
land,ter-000703-prv-000001,ter-000703,#6ad3a2,62.02,42.22,1790.02,1368.22,"[40, 0, 94, 75]","[1768, 1326, 1822, 1401]",1.0
land,ter-000703-prv-000002,ter-000703,#b94d9b,28.82,24.01,1756.82,1350.01,"[0, 1, 56, 42]","[1728, 1327, 1784, 1368]",1.0
land,ter-000703-prv-000003,ter-000703,#987d4b,28.85,55.14,1756.85,1381.14,"[7, 41, 54, 71]","[1735, 1367, 1782, 1397]",1.0
land,ter-000704-prv-000001,ter-000704,#b9faa4,130.55,75.43,3420.55,1413.43,"[98, 50, 165, 105]","[3388, 1388, 3455, 1443]",0.8500000000000001
land,ter-000704-prv-000002,ter-000704,#0ca6b0,90.45,42.33,3380.45,1380.33,"[70, 15, 114, 74]","[3360, 1353, 3404, 1412]",0.8500000000000001
land,ter-000704-prv-000003,ter-000704,#30d233,90.96,104.16,3380.96,1442.16,"[61, 73, 125, 132]","[3351, 1411, 3415, 1470]",0.8500000000000001
land,ter-000704-prv-000004,ter-000704,#955121,149.15,34.31,3439.15,1372.31,"[131, 0, 166, 67]","[3421, 1338, 3456, 1405]",0.8500000000000001
land,ter-000704-prv-000005,ter-000704,#7868bd,121.26,29.96,3411.26,1367.96,"[100, 9, 143, 53]","[3390, 1347, 3433, 1391]",0.8500000000000001
land,ter-000704-prv-000006,ter-000704,#31c35f,51.55,86.78,3341.55,1424.78,"[31, 54, 71, 121]","[3321, 1392, 3361, 1459]",0.8500000000000001
land,ter-000704-prv-000007,ter-000704,#0cd1b6,21.18,74.29,3311.18,1412.29,"[0, 55, 44, 93]","[3290, 1393, 3334, 1431]",0.8500000000000001
land,ter-000705-prv-000001,ter-000705,#98998f,34.58,16.75,3340.58,1465.75,"[22, 0, 56, 35]","[3328, 1449, 3362, 1484]",0.8500000000000001
land,ter-000705-prv-000002,ter-000705,#e5565b,46.93,39.77,3352.93,1488.77,"[23, 15, 72, 70]","[3329, 1464, 3378, 1519]",0.8500000000000001
land,ter-000705-prv-000003,ter-000705,#a7a8e6,25.85,71.86,3331.85,1520.86,"[0, 44, 63, 98]","[3306, 1493, 3369, 1547]",0.8500000000000001
land,ter-000705-prv-000004,ter-000705,#15ffe2,35.94,103.33,3341.94,1552.33,"[8, 70, 67, 145]","[3314, 1519, 3373, 1594]",0.8500000000000001
land,ter-000706-prv-000001,ter-000706,#e17dbb,56.11,71.4,3550.11,1515.4,"[38, 49, 79, 99]","[3532, 1493, 3573, 1543]",1.0
land,ter-000706-prv-000002,ter-000706,#3d67e8,19.4,69.68,3513.4,1513.68,"[0, 44, 38, 96]","[3494, 1488, 3532, 1540]",1.0
land,ter-000706-prv-000003,ter-000706,#b2b2cd,24.1,20.93,3518.1,1464.93,"[10, 0, 42, 46]","[3504, 1444, 3536, 1490]",1.0
land,ter-000706-prv-000004,ter-000706,#296fa0,46.19,33.46,3540.19,1477.46,"[28, 13, 66, 52]","[3522, 1457, 3560, 1496]",1.0
land,ter-000706-prv-000005,ter-000706,#581911,72.12,41.69,3566.12,1485.69,"[56, 23, 89, 63]","[3550, 1467, 3583, 1507]",1.0
land,ter-000706-prv-000006,ter-000706,#d82876,34.86,106.33,3528.86,1550.33,"[6, 83, 68, 130]","[3500, 1527, 3562, 1574]",1.0
land,ter-000707-prv-000001,ter-000707,#e66044,63.97,92.47,3570.97,1455.47,"[39, 76, 84, 113]","[3546, 1439, 3591, 1476]",1.0
land,ter-000707-prv-000002,ter-000707,#da5b85,68.89,60.74,3575.89,1423.74,"[46, 42, 98, 81]","[3553, 1405, 3605, 1444]",1.0
land,ter-000707-prv-000003,ter-000707,#b276af,29.42,73.59,3536.42,1436.59,"[0, 49, 54, 97]","[3507, 1412, 3561, 1460]",1.0
land,ter-000707-prv-000004,ter-000707,#970c1b,78.59,30.38,3585.59,1393.38,"[55, 0, 100, 56]","[3562, 1363, 3607, 1419]",1.0
land,ter-000708-prv-000001,ter-000708,#eed297,87.02,89.34,3299.02,1507.34,"[68, 70, 112, 106]","[3280, 1488, 3324, 1524]",1.0
land,ter-000708-prv-000002,ter-000708,#f56754,49.71,57.37,3261.71,1475.37,"[18, 37, 75, 77]","[3230, 1455, 3287, 1495]",1.0
land,ter-000708-prv-000003,ter-000708,#6ea3d1,96.84,30.27,3308.84,1448.27,"[71, 6, 121, 51]","[3283, 1424, 3333, 1469]",1.0
land,ter-000708-prv-000004,ter-000708,#63cea2,57.44,82.36,3269.44,1500.36,"[36, 64, 76, 103]","[3248, 1482, 3288, 1521]",1.0
land,ter-000708-prv-000005,ter-000708,#dd4507,29.81,40.85,3241.81,1458.85,"[0, 18, 60, 64]","[3212, 1436, 3272, 1482]",1.0
land,ter-000708-prv-000006,ter-000708,#7380ac,67.9,18.2,3279.9,1436.2,"[46, 0, 91, 43]","[3258, 1418, 3303, 1461]",1.0
land,ter-000708-prv-000007,ter-000708,#f1a29f,98.3,61.99,3310.3,1479.99,"[72, 42, 121, 85]","[3284, 1460, 3333, 1503]",1.0
ocean,ter-000709-prv-000001,ter-000709,#033a88,10.49,7.19,5602.49,1452.19,"[0, 0, 21, 15]","[5592, 1445, 5613, 1460]",1.0
land,ter-000710-prv-000001,ter-000710,#07fa62,25.93,20.03,3025.93,1459.03,"[0, 0, 55, 45]","[3000, 1439, 3055, 1484]",1.0
land,ter-000710-prv-000002,ter-000710,#c7b20f,40.04,55.76,3040.04,1494.76,"[19, 38, 64, 80]","[3019, 1477, 3064, 1519]",1.0
land,ter-000710-prv-000003,ter-000710,#d393d9,64.99,31.1,3064.99,1470.1,"[45, 7, 83, 59]","[3045, 1446, 3083, 1498]",1.0
land,ter-000710-prv-000004,ter-000710,#4d8a0e,59.88,77.59,3059.88,1516.59,"[39, 58, 79, 103]","[3039, 1497, 3079, 1542]",1.0
land,ter-000711-prv-000001,ter-000711,#a2e4d2,67.9,73.84,3110.9,1599.84,"[48, 51, 86, 101]","[3091, 1577, 3129, 1627]",1.0
land,ter-000711-prv-000002,ter-000711,#2c607d,48.13,25.37,3091.13,1551.37,"[31, 0, 64, 54]","[3074, 1526, 3107, 1580]",1.0
land,ter-000711-prv-000003,ter-000711,#a62078,36.46,78.23,3079.46,1604.23,"[13, 58, 57, 100]","[3056, 1584, 3100, 1626]",1.0
